PassengerId,HomePlanet,CryoSleep,Cabin,Destination,VIP,Transported,Group,GroupNum,GroupSize,Deck,Side,RoomService_Trimmed,FoodCourt_Cat,Spa_Trimmed,VRDeck_Trimmed,ShoppingMall_Cat,FamilySize_Cat
1317_01,Mars,False,F/266/P,TRAPPIST-1e,False,False,1317,1,1,F,P,2508.0,0,0.0,67.0,1-50,1+
1322_01,Earth,True,G/196/P,TRAPPIST-1e,False,True,1322,1,1,G,P,0.0,0,0.0,0.0,0,1+
1323_01,Earth,True,F/267/P,55 Cancri e,False,True,1323,1,1,F,P,0.0,0,0.0,0.0,0,1+
1324_01,Earth,True,G/199/S,55 Cancri e,False,False,1324,1,3,G,S,0.0,0,0.0,0.0,0,1+
1324_02,Earth,False,G/199/S,55 Cancri e,False,False,1324,2,3,G,S,0.0,0,0.0,0.0,0,1+
1324_03,Earth,True,G/199/S,TRAPPIST-1e,False,True,1324,3,3,G,S,0.0,0,0.0,0.0,0,1+
1325_01,Earth,True,E/97/S,TRAPPIST-1e,False,True,1325,1,3,E,S,0.0,0,0.0,0.0,0,1+
1325_02,Earth,False,E/97/S,TRAPPIST-1e,False,False,1325,2,3,E,S,70.0,101+,0.0,336.0,101+,1+
1325_03,Earth,True,E/97/S,TRAPPIST-1e,False,True,1325,3,3,E,S,0.0,0,0.0,0.0,0,1+
1326_01,Mars,False,F/257/S,TRAPPIST-1e,False,False,1326,1,2,F,S,1450.0,0,0.0,1147.0,0,1+
1326_02,Mars,False,F/257/S,TRAPPIST-1e,False,False,1326,2,2,F,S,1507.0,0,0.0,0.0,101+,1+
1328_01,Earth,True,G/198/P,TRAPPIST-1e,False,False,1328,1,1,G,P,0.0,0,0.0,0.0,0,1+
1330_01,Mars,False,D/46/S,TRAPPIST-1e,False,False,1330,1,2,D,S,405.0,0,458.0,0.0,101+,1+
1330_02,Mars,False,D/46/S,TRAPPIST-1e,False,True,1330,2,2,D,S,120.0,1-50,1.0,7.0,101+,1+
1331_01,Earth,True,G/200/S,PSO J318.5-22,False,True,1331,1,1,G,S,0.0,0,0.0,0.0,0,1+
1332_01,Earth,False,E/98/S,TRAPPIST-1e,False,False,1332,1,1,E,S,28.0,0,203.0,0.0,101+,1+
1333_01,Earth,False,F/269/P,PSO J318.5-22,False,False,1333,1,1,F,P,0.0,101+,229.0,26.0,0,1+
1335_01,Earth,True,G/199/P,TRAPPIST-1e,False,False,1335,1,1,G,P,0.0,0,0.0,0.0,0,1+
1336_01,Earth,True,G/201/S,TRAPPIST-1e,False,True,1336,1,1,G,S,0.0,0,0.0,0.0,0,1+
1337_01,Earth,False,F/258/S,55 Cancri e,False,False,1337,1,1,F,S,775.0,1-50,610.0,4.0,0,1
1340_01,Earth,True,G/203/S,TRAPPIST-1e,False,False,1340,1,1,G,S,0.0,0,0.0,0.0,0,1+
1342_01,Earth,False,G/200/P,TRAPPIST-1e,False,False,1342,1,1,G,P,0.0,101+,0.0,761.0,1-50,1+
1345_01,Earth,False,F/260/S,TRAPPIST-1e,False,False,1345,1,1,F,S,1174.0,0,721.0,0.0,1-50,1+
1347_01,Earth,False,F/271/P,TRAPPIST-1e,False,True,1347,1,1,F,P,0.0,101+,1.0,0.0,0,1+
1348_01,Europa,False,B/57/S,TRAPPIST-1e,False,False,1348,1,2,B,S,0.0,101+,369.0,2969.0,0,1+
1348_02,Europa,True,B/57/S,TRAPPIST-1e,False,True,1348,2,2,B,S,0.0,0,0.0,0.0,0,1+
1350_01,Earth,True,G/206/S,55 Cancri e,False,True,1350,1,4,G,S,0.0,0,0.0,0.0,0,1+
1350_02,Earth,False,F/261/S,TRAPPIST-1e,False,False,1350,2,4,F,S,1489.0,1-50,460.0,72.0,101+,1+
1350_03,Earth,False,G/206/S,PSO J318.5-22,False,False,1350,3,4,G,S,491.0,101+,202.0,0.0,1-50,1+
1350_04,Earth,True,G/206/S,PSO J318.5-22,False,False,1350,4,4,G,S,0.0,0,0.0,0.0,0,1+
1351_01,Earth,False,G/202/P,TRAPPIST-1e,False,False,1351,1,1,G,P,0.0,0,0.0,0.0,0,1+
1352_01,Mars,False,F/272/P,TRAPPIST-1e,False,False,1352,1,1,F,P,43.0,101+,660.0,0.0,1-50,1
1353_01,Mars,False,F/262/S,TRAPPIST-1e,False,True,1353,1,4,F,S,0.0,0,0.0,0.0,0,1+
1353_02,Mars,False,F/262/S,TRAPPIST-1e,False,False,1353,2,4,F,S,1535.0,0,0.0,723.0,101+,1+
1353_03,Mars,True,F/262/S,TRAPPIST-1e,False,True,1353,3,4,F,S,0.0,0,0.0,0.0,0,1+
1353_04,Mars,False,F/262/S,TRAPPIST-1e,False,True,1353,4,4,F,S,0.0,0,0.0,0.0,0,1+
1355_01,Earth,True,G/203/P,PSO J318.5-22,False,True,1355,1,1,G,P,0.0,0,0.0,0.0,0,1+
1356_01,Earth,False,G/207/S,TRAPPIST-1e,False,False,1356,1,1,G,S,0.0,1-50,310.0,539.0,0,1+
1357_01,Mars,True,D/48/S,TRAPPIST-1e,False,True,1357,1,1,D,S,0.0,0,0.0,0.0,0,1+
1360_01,Earth,False,E/100/S,TRAPPIST-1e,False,True,1360,1,1,E,S,0.0,101+,0.0,0.0,0,1+
1362_01,Earth,False,F/265/S,TRAPPIST-1e,False,False,1362,1,1,F,S,0.0,101+,119.0,2.0,0,1+
1365_01,Europa,False,B/58/S,55 Cancri e,False,False,1365,1,2,B,S,77.0,101+,3656.0,150.0,0,1+
1365_02,Europa,True,B/58/S,TRAPPIST-1e,False,True,1365,2,2,B,S,0.0,0,0.0,0.0,0,1+
1366_01,Earth,True,G/206/P,55 Cancri e,False,True,1366,1,1,G,P,0.0,0,0.0,0.0,0,1+
1368_01,Earth,True,G/208/P,TRAPPIST-1e,False,False,1368,1,1,G,P,0.0,0,0.0,0.0,0,1+
1370_01,Earth,False,E/102/S,TRAPPIST-1e,False,False,1370,1,1,E,S,965.0,0,3.0,0.0,1-50,1+
1371_01,Mars,False,D/44/P,TRAPPIST-1e,False,False,1371,1,1,D,P,591.0,101+,0.0,0.0,0,1
1375_01,Earth,False,G/208/S,TRAPPIST-1e,False,False,1375,1,2,G,S,0.0,0,0.0,0.0,0,1+
1375_02,Earth,False,F/267/S,TRAPPIST-1e,False,False,1375,2,2,F,S,0.0,1-50,0.0,0.0,101+,1+
1376_01,Earth,True,G/211/P,TRAPPIST-1e,False,False,1376,1,1,G,P,0.0,0,0.0,0.0,0,1+
1377_01,Europa,False,C/52/P,TRAPPIST-1e,False,True,1377,1,1,C,P,0.0,101+,42.0,144.0,101+,1+
1378_01,Earth,False,G/212/P,TRAPPIST-1e,False,False,1378,1,2,G,P,245.0,1-50,0.0,0.0,101+,1+
1378_02,Earth,False,F/275/P,TRAPPIST-1e,False,True,1378,2,2,F,P,926.0,0,0.0,78.0,0,1+
1379_01,Earth,False,F/268/S,TRAPPIST-1e,False,False,1379,1,1,F,S,0.0,1-50,769.0,4.0,0,1+
1380_01,Europa,False,C/53/S,55 Cancri e,False,False,1380,1,1,C,S,0.0,1-50,2735.0,3604.0,0,1
1381_01,Earth,True,G/209/S,PSO J318.5-22,False,True,1381,1,1,G,S,0.0,0,0.0,0.0,0,1+
1382_01,Earth,False,E/104/S,TRAPPIST-1e,False,False,1382,1,1,E,S,0.0,101+,0.0,55.0,101+,1+
1383_01,Europa,True,D/49/S,TRAPPIST-1e,False,True,1383,1,1,D,S,0.0,0,0.0,0.0,0,1+
1384_01,Earth,False,E/105/S,TRAPPIST-1e,False,False,1384,1,5,E,S,21.0,0,260.0,5.0,101+,1+
1384_02,Earth,True,G/210/S,TRAPPIST-1e,False,False,1384,2,5,G,S,0.0,0,0.0,0.0,0,1+
1384_03,Earth,False,F/269/S,TRAPPIST-1e,False,True,1384,3,5,F,S,0.0,101+,0.0,368.0,0,1+
1384_04,Earth,False,F/269/S,TRAPPIST-1e,False,True,1384,4,5,F,S,338.0,0,2.0,86.0,101+,1+
1384_05,Earth,False,E/105/S,TRAPPIST-1e,False,True,1384,5,5,E,S,189.0,101+,0.0,0.0,0,1+
1385_01,Earth,False,G/213/P,TRAPPIST-1e,False,False,1385,1,1,G,P,705.0,1-50,0.0,0.0,0,1+
1386_01,Earth,True,G/214/P,TRAPPIST-1e,False,True,1386,1,1,G,P,0.0,0,0.0,0.0,0,1+
1387_01,Mars,False,E/85/P,TRAPPIST-1e,False,False,1387,1,1,E,P,1088.0,0,0.0,0.0,101+,1+
1389_01,Earth,True,G/212/S,55 Cancri e,False,True,1389,1,1,G,S,0.0,0,0.0,0.0,0,1+
1390_01,Earth,True,G/215/P,PSO J318.5-22,False,True,1390,1,1,G,P,0.0,0,0.0,0.0,0,1+
1391_01,Mars,True,F/276/P,TRAPPIST-1e,False,True,1391,1,3,F,P,0.0,0,0.0,0.0,0,1+
1391_02,Mars,False,F/276/P,TRAPPIST-1e,False,False,1391,2,3,F,P,1072.0,51-100,16.0,0.0,1-50,1+
1391_03,Mars,False,F/276/P,TRAPPIST-1e,False,False,1391,3,3,F,P,485.0,1-50,0.0,351.0,101+,1+
1393_01,Mars,False,F/270/S,TRAPPIST-1e,False,False,1393,1,2,F,S,42.0,0,151.0,1853.0,101+,1
1393_02,Mars,False,F/270/S,TRAPPIST-1e,False,False,1393,2,2,F,S,2058.0,0,298.0,19.0,101+,1+
1395_01,Earth,False,G/214/S,TRAPPIST-1e,False,True,1395,1,1,G,S,0.0,0,0.0,0.0,0,1+
1397_01,Earth,False,F/271/S,TRAPPIST-1e,False,False,1397,1,1,F,S,386.0,101+,489.0,0.0,0,1+
1398_01,Earth,False,G/216/P,TRAPPIST-1e,False,True,1398,1,1,G,P,0.0,101+,0.0,46.0,101+,1
1399_01,Earth,False,F/272/S,TRAPPIST-1e,False,False,1399,1,1,F,S,0.0,0,560.0,60.0,101+,1+
1400_01,Earth,True,G/217/P,55 Cancri e,False,True,1400,1,1,G,P,0.0,0,0.0,0.0,0,1+
1401_01,Earth,False,G/218/P,TRAPPIST-1e,False,False,1401,1,1,G,P,0.0,0,59.0,152.0,101+,1+
1402_01,Earth,True,G/215/S,PSO J318.5-22,False,True,1402,1,2,G,S,0.0,0,0.0,0.0,0,1+
1402_02,Earth,True,G/215/S,55 Cancri e,False,True,1402,2,2,G,S,0.0,0,0.0,0.0,0,1+
1403_01,Earth,False,E/86/P,TRAPPIST-1e,False,False,1403,1,1,E,P,1656.0,0,0.0,0.0,0,1+
1404_01,Europa,False,B/60/S,TRAPPIST-1e,False,False,1404,1,2,B,S,1.0,101+,78.0,3471.0,1-50,1+
1404_02,Europa,False,G/734/S,TRAPPIST-1e,False,False,1404,2,2,G,S,0.0,51-100,4170.0,13.0,0,1+
1406_01,Mars,False,E/106/S,TRAPPIST-1e,False,False,1406,1,1,E,S,36.0,0,0.0,0.0,101+,1
1407_01,Earth,False,F/278/P,TRAPPIST-1e,False,False,1407,1,2,F,P,737.0,1-50,8.0,0.0,1-50,1+
1407_02,Earth,False,F/278/P,PSO J318.5-22,False,True,1407,2,2,F,P,8.0,101+,401.0,0.0,1-50,1+
1408_01,Earth,False,G/216/S,PSO J318.5-22,False,False,1408,1,1,G,S,4.0,101+,0.0,0.0,0,1+
1410_01,Earth,False,F/279/P,TRAPPIST-1e,False,False,1410,1,1,F,P,0.0,101+,0.0,122.0,101+,1+
1412_01,Earth,False,G/217/S,55 Cancri e,False,False,1412,1,1,G,S,0.0,0,0.0,832.0,0,1+
1413_01,Earth,True,G/218/S,PSO J318.5-22,False,False,1413,1,1,G,S,0.0,0,0.0,0.0,0,1+
1414_01,Earth,False,F/280/P,TRAPPIST-1e,False,False,1414,1,1,F,P,259.0,0,0.0,1916.0,0,1+
1415_01,Europa,False,D/45/P,55 Cancri e,False,True,1415,1,1,D,P,13.0,0,17.0,32.0,101+,1
1416_01,Earth,True,G/219/P,TRAPPIST-1e,False,False,1416,1,1,G,P,0.0,0,0.0,0.0,0,1+
1417_01,Europa,False,C/54/S,TRAPPIST-1e,False,False,1417,1,1,C,S,0.0,101+,1520.0,3358.0,0,1
1419_01,Mars,False,F/273/S,TRAPPIST-1e,False,False,1419,1,1,F,S,1381.0,0,0.0,0.0,101+,1+
1420_01,Mars,True,E/108/S,TRAPPIST-1e,False,False,1420,1,1,E,S,0.0,0,0.0,0.0,0,1+
1421_01,Mars,False,F/274/S,TRAPPIST-1e,False,False,1421,1,2,F,S,328.0,101+,26.0,820.0,0,1+
1421_02,Mars,False,F/274/S,55 Cancri e,False,False,1421,2,2,F,S,891.0,0,0.0,5.0,101+,1+
1423_01,Europa,True,B/61/S,TRAPPIST-1e,False,True,1423,1,3,B,S,0.0,0,0.0,0.0,0,1+
1423_02,Europa,True,B/61/S,TRAPPIST-1e,False,True,1423,2,3,B,S,0.0,0,0.0,0.0,0,1+
1423_03,Europa,True,B/61/S,55 Cancri e,False,True,1423,3,3,B,S,0.0,0,0.0,0.0,0,1+
1424_01,Europa,True,B/47/P,TRAPPIST-1e,False,True,1424,1,5,B,P,0.0,0,0.0,0.0,0,1+
1424_02,Europa,False,B/47/P,55 Cancri e,False,False,1424,2,5,B,P,2988.0,101+,0.0,1779.0,0,1+
1424_03,Europa,False,B/47/P,TRAPPIST-1e,False,True,1424,3,5,B,P,0.0,0,0.0,0.0,0,1+
1424_04,Europa,False,B/47/P,55 Cancri e,False,True,1424,4,5,B,P,0.0,101+,692.0,0.0,0,1+
1424_05,Europa,True,B/47/P,TRAPPIST-1e,False,True,1424,5,5,B,P,0.0,0,0.0,0.0,0,1+
1425_01,Earth,False,F/282/P,TRAPPIST-1e,False,False,1425,1,3,F,P,711.0,0,59.0,57.0,0,1+
1425_02,Earth,True,G/220/P,TRAPPIST-1e,False,True,1425,2,3,G,P,0.0,0,0.0,0.0,0,1+
1425_03,Earth,True,G/220/P,TRAPPIST-1e,False,True,1425,3,3,G,P,0.0,0,0.0,0.0,0,1+
1426_01,Europa,True,D/46/P,55 Cancri e,False,True,1426,1,1,D,P,0.0,0,0.0,0.0,0,1+
1427_01,Mars,True,F/275/S,TRAPPIST-1e,False,True,1427,1,2,F,S,0.0,0,0.0,0.0,0,1+
1427_02,Mars,False,F/275/S,TRAPPIST-1e,False,False,1427,2,2,F,S,443.0,0,250.0,2.0,101+,1+
1428_01,Earth,False,E/109/S,TRAPPIST-1e,False,False,1428,1,1,E,S,0.0,101+,460.0,0.0,101+,1+
1430_01,Earth,False,F/283/P,TRAPPIST-1e,False,False,1430,1,1,F,P,360.0,0,1.0,8.0,101+,1+
1431_01,Earth,False,G/221/P,TRAPPIST-1e,False,True,1431,1,1,G,P,0.0,0,0.0,965.0,1-50,1+
1433_01,Earth,True,G/219/S,TRAPPIST-1e,False,False,1433,1,1,G,S,0.0,0,0.0,0.0,0,1+
1434_01,Earth,False,G/222/P,TRAPPIST-1e,False,False,1434,1,3,G,P,0.0,101+,133.0,0.0,101+,1+
1434_02,Earth,False,G/734/S,TRAPPIST-1e,False,True,1434,2,3,G,S,0.0,0,0.0,0.0,0,1+
1434_03,Earth,True,G/222/P,TRAPPIST-1e,False,False,1434,3,3,G,P,0.0,0,0.0,0.0,0,1+
1435_01,Earth,False,G/223/P,TRAPPIST-1e,False,False,1435,1,1,G,P,0.0,1-50,0.0,659.0,1-50,1+
1438_01,Earth,False,E/89/P,TRAPPIST-1e,False,False,1438,1,1,E,P,181.0,101+,195.0,191.0,0,1+
1439_01,Mars,False,F/279/S,TRAPPIST-1e,False,False,1439,1,2,F,S,112.0,101+,760.0,0.0,101+,1+
1439_02,Mars,False,D/52/S,TRAPPIST-1e,False,False,1439,2,2,D,S,806.0,51-100,0.0,47.0,1-50,1+
1440_01,Earth,False,F/280/S,TRAPPIST-1e,False,False,1440,1,1,F,S,0.0,101+,11.0,649.0,1-50,1+
1442_01,Earth,True,G/220/S,PSO J318.5-22,False,True,1442,1,1,G,S,0.0,0,0.0,0.0,0,1+
1443_01,Earth,True,G/225/P,TRAPPIST-1e,False,True,1443,1,1,G,P,0.0,0,0.0,0.0,0,1+
1444_01,Europa,False,C/55/S,TRAPPIST-1e,False,True,1444,1,1,C,S,50.0,101+,1.0,912.0,0,1
1445_01,Earth,False,G/221/S,PSO J318.5-22,False,True,1445,1,1,G,S,0.0,0,0.0,0.0,0,1+
1447_01,Earth,False,G/227/P,TRAPPIST-1e,False,False,1447,1,1,G,P,0.0,0,0.0,755.0,0,1+
1450_01,Europa,True,D/53/S,55 Cancri e,False,True,1450,1,2,D,S,0.0,0,0.0,0.0,0,1+
1450_02,Europa,False,D/53/S,55 Cancri e,False,False,1450,2,2,D,S,0.0,101+,5294.519999999993,112.0,0,1+
1451_01,Europa,False,C/56/S,55 Cancri e,False,False,1451,1,2,C,S,202.0,101+,3208.0,2485.0,0,1+
1451_02,Europa,True,C/56/S,TRAPPIST-1e,False,True,1451,2,2,C,S,0.0,0,0.0,0.0,0,1+
1452_01,Europa,False,C/53/P,TRAPPIST-1e,False,False,1452,1,5,C,P,5.0,101+,26.0,3384.0,1-50,1+
1452_02,Europa,True,G/734/S,TRAPPIST-1e,False,True,1452,2,5,G,S,0.0,0,0.0,0.0,0,1+
1452_03,Europa,False,C/53/P,55 Cancri e,False,False,1452,3,5,C,P,0.0,101+,51.0,1462.0,0,1+
1452_04,Europa,False,C/53/P,TRAPPIST-1e,False,False,1452,4,5,C,P,0.0,101+,5294.519999999993,6.0,0,1+
1452_05,Europa,True,C/53/P,55 Cancri e,False,True,1452,5,5,C,P,0.0,0,0.0,0.0,0,1+
1453_01,Earth,False,G/229/P,55 Cancri e,False,False,1453,1,2,G,P,0.0,101+,5.0,3404.0,1-50,1+
1453_02,Earth,False,G/229/P,TRAPPIST-1e,False,True,1453,2,2,G,P,3.0,101+,0.0,5.0,0,1+
1454_01,Europa,False,D/54/S,TRAPPIST-1e,False,False,1454,1,1,D,S,0.0,101+,4060.0,72.0,1-50,1+
1455_01,Europa,True,B/62/S,55 Cancri e,False,True,1455,1,5,B,S,0.0,0,0.0,0.0,0,1+
1455_02,Europa,False,B/62/S,TRAPPIST-1e,False,True,1455,2,5,B,S,0.0,101+,16.0,698.0,0,1
1455_03,Europa,True,B/62/S,55 Cancri e,False,True,1455,3,5,B,S,0.0,0,0.0,0.0,0,1+
1455_04,Europa,False,B/62/S,TRAPPIST-1e,False,True,1455,4,5,B,S,0.0,101+,10.0,504.0,101+,1+
1455_05,Europa,False,B/62/S,55 Cancri e,False,False,1455,5,5,B,S,0.0,101+,5294.519999999993,330.0,101+,1+
1457_01,Earth,False,E/110/S,TRAPPIST-1e,False,False,1457,1,1,E,S,0.0,101+,4422.0,0.0,1-50,1+
1458_01,Earth,False,G/223/S,TRAPPIST-1e,False,False,1458,1,1,G,S,0.0,0,323.0,0.0,101+,1+
1460_01,Earth,False,F/285/P,TRAPPIST-1e,False,True,1460,1,2,F,P,0.0,101+,0.0,0.0,101+,1+
1460_02,Earth,True,G/230/P,PSO J318.5-22,False,True,1460,2,2,G,P,0.0,0,0.0,0.0,0,1+
1461_01,Earth,True,G/224/S,TRAPPIST-1e,False,False,1461,1,1,G,S,0.0,0,0.0,0.0,0,1+
1462_01,Earth,True,G/231/P,TRAPPIST-1e,False,True,1462,1,1,G,P,0.0,0,0.0,0.0,0,1+
1463_01,Earth,False,F/282/S,PSO J318.5-22,False,False,1463,1,1,F,S,200.0,101+,1.0,1.0,51-100,1+
1465_01,Earth,False,G/233/P,PSO J318.5-22,False,False,1465,1,1,G,P,356.0,101+,0.0,248.0,0,1+
1467_01,Earth,False,E/111/S,TRAPPIST-1e,False,False,1467,1,1,E,S,894.0,1-50,61.0,26.0,0,1+
1474_01,Mars,True,F/287/P,TRAPPIST-1e,False,True,1474,1,1,F,P,0.0,0,0.0,0.0,0,1+
1478_01,Earth,False,F/289/P,TRAPPIST-1e,False,False,1478,1,2,F,P,0.0,0,417.0,2372.0,0,1+
1478_02,Earth,False,F/289/P,PSO J318.5-22,False,False,1478,2,2,F,P,0.0,1-50,0.0,701.0,101+,1+
1479_01,Mars,True,F/290/P,TRAPPIST-1e,False,True,1479,1,1,F,P,0.0,0,0.0,0.0,0,1+
1481_01,Mars,False,E/91/P,TRAPPIST-1e,False,False,1481,1,1,E,P,555.0,0,0.0,0.0,101+,1+
1484_01,Earth,False,E/93/P,TRAPPIST-1e,False,False,1484,1,1,E,P,92.0,1-50,0.0,0.0,101+,1+
1485_01,Mars,True,F/291/P,TRAPPIST-1e,False,True,1485,1,1,F,P,0.0,0,0.0,0.0,0,1
1488_01,Mars,True,E/94/P,TRAPPIST-1e,False,True,1488,1,1,E,P,0.0,0,0.0,0.0,0,1+
1489_01,Earth,False,G/229/S,TRAPPIST-1e,False,False,1489,1,1,G,S,73.0,0,813.0,2.0,0,1+
1490_01,Europa,False,D/47/P,55 Cancri e,False,False,1490,1,1,D,P,0.0,101+,3998.0,0.0,0,1
1491_01,Earth,False,G/240/P,55 Cancri e,False,True,1491,1,3,G,P,0.0,0,817.0,8.0,0,1+
1491_02,Earth,False,F/292/P,TRAPPIST-1e,False,False,1491,2,3,F,P,0.0,51-100,2.0,706.0,0,1+
1491_03,Earth,False,G/240/P,TRAPPIST-1e,False,True,1491,3,3,G,P,0.0,0,0.0,0.0,0,1+
1493_01,Earth,False,F/285/S,TRAPPIST-1e,False,False,1493,1,1,F,S,35.0,0,0.0,713.0,0,1+
1498_01,Earth,False,F/295/P,TRAPPIST-1e,False,False,1498,1,1,F,P,0.0,101+,0.0,153.0,0,1+
1499_01,Earth,False,F/287/S,TRAPPIST-1e,False,False,1499,1,1,F,S,5.0,0,2.0,1061.0,0,1+
1500_01,Earth,False,G/230/S,TRAPPIST-1e,False,False,1500,1,7,G,S,0.0,0,0.0,0.0,0,1+
1500_02,Earth,False,G/230/S,TRAPPIST-1e,False,False,1500,2,7,G,S,0.0,0,0.0,0.0,0,1+
1500_03,Earth,False,G/230/S,55 Cancri e,False,True,1500,3,7,G,S,0.0,51-100,0.0,55.0,101+,1+
1500_04,Earth,False,G/230/S,55 Cancri e,False,True,1500,4,7,G,S,0.0,0,0.0,0.0,0,1+
1500_05,Earth,False,F/288/S,55 Cancri e,False,False,1500,5,7,F,S,319.0,101+,0.0,376.0,0,1+
1500_06,Earth,True,G/230/S,TRAPPIST-1e,False,True,1500,6,7,G,S,0.0,0,0.0,0.0,0,1+
1500_07,Earth,True,G/230/S,TRAPPIST-1e,False,True,1500,7,7,G,S,0.0,0,0.0,0.0,0,1+
1501_01,Earth,False,G/243/P,TRAPPIST-1e,False,False,1501,1,1,G,P,0.0,101+,594.0,0.0,0,1+
1503_01,Mars,False,D/48/P,TRAPPIST-1e,False,False,1503,1,2,D,P,1890.0,0,1.0,0.0,101+,1+
1503_02,Mars,False,D/48/P,TRAPPIST-1e,False,False,1503,2,2,D,P,1114.0,0,0.0,0.0,51-100,1+
1506_01,Earth,False,F/298/P,TRAPPIST-1e,False,True,1506,1,1,F,P,0.0,1-50,9.0,0.0,101+,1+
1507_01,Earth,False,F/289/S,TRAPPIST-1e,False,True,1507,1,4,F,S,0.0,0,2.0,0.0,101+,1+
1507_02,Earth,False,F/289/S,TRAPPIST-1e,False,False,1507,2,4,F,S,1.0,1-50,419.0,0.0,101+,1+
1507_03,Earth,False,G/231/S,TRAPPIST-1e,False,False,1507,3,4,G,S,0.0,0,441.0,4.0,0,1+
1507_04,Earth,False,F/289/S,TRAPPIST-1e,False,False,1507,4,4,F,S,398.0,101+,0.0,0.0,0,1+
1509_01,Mars,False,E/95/P,TRAPPIST-1e,False,False,1509,1,1,E,P,1240.0,0,0.0,0.0,51-100,1+
1510_01,Mars,False,F/291/S,TRAPPIST-1e,False,False,1510,1,1,F,S,1226.0,0,0.0,0.0,1-50,1+
1511_01,Europa,False,B/63/S,TRAPPIST-1e,False,True,1511,1,4,B,S,1006.0,0,284.0,329.0,0,1+
1511_02,Europa,True,B/63/S,TRAPPIST-1e,False,True,1511,2,4,B,S,0.0,0,0.0,0.0,0,1+
1511_03,Europa,False,B/63/S,TRAPPIST-1e,False,False,1511,3,4,B,S,0.0,101+,1966.0,27.0,0,1+
1511_04,Europa,False,B/63/S,55 Cancri e,False,False,1511,4,4,B,S,65.0,101+,5294.519999999993,1.0,0,1+
1515_01,Earth,False,F/293/S,TRAPPIST-1e,False,False,1515,1,1,F,S,765.0,0,0.0,0.0,1-50,1+
1520_01,Earth,True,G/235/S,TRAPPIST-1e,False,True,1520,1,1,G,S,0.0,0,0.0,0.0,0,1+
1521_01,Mars,True,F/295/S,TRAPPIST-1e,False,True,1521,1,1,F,S,0.0,0,0.0,0.0,0,1+
1523_01,Europa,True,B/64/S,55 Cancri e,False,True,1523,1,2,B,S,0.0,0,0.0,0.0,0,1+
1523_02,Europa,True,B/64/S,TRAPPIST-1e,False,True,1523,2,2,B,S,0.0,0,0.0,0.0,0,1+
1524_01,Earth,True,G/236/S,TRAPPIST-1e,False,True,1524,1,1,G,S,0.0,0,0.0,0.0,0,1+
1525_01,Mars,False,F/299/P,TRAPPIST-1e,False,True,1525,1,1,F,P,539.0,101+,0.0,0.0,1-50,1+
1526_01,Earth,False,F/300/P,55 Cancri e,False,False,1526,1,1,F,P,4.0,0,254.0,521.0,1-50,1+
1527_01,Europa,True,D/49/P,55 Cancri e,False,True,1527,1,2,D,P,0.0,0,0.0,0.0,0,1+
1527_02,Europa,False,D/49/P,TRAPPIST-1e,False,True,1527,2,2,D,P,0.0,0,0.0,0.0,0,1+
1528_01,Mars,False,D/50/P,55 Cancri e,False,True,1528,1,1,D,P,3087.24,101+,2.0,0.0,101+,1+
1529_01,Europa,False,A/16/S,PSO J318.5-22,True,True,1529,1,2,A,S,0.0,101+,45.0,282.0,0,1+
1529_02,Europa,False,A/16/S,TRAPPIST-1e,False,True,1529,2,2,A,S,0.0,0,0.0,0.0,0,1+
1531_01,Earth,False,G/237/S,TRAPPIST-1e,False,False,1531,1,1,G,S,0.0,0,277.0,0.0,101+,1+
1532_01,Europa,False,B/65/S,TRAPPIST-1e,False,False,1532,1,1,B,S,0.0,1-50,1.0,5567.159999999996,0,1+
1533_01,Earth,False,G/244/P,TRAPPIST-1e,False,False,1533,1,1,G,P,1015.0,0,0.0,1.0,0,1+
1536_01,Mars,True,F/297/S,TRAPPIST-1e,False,True,1536,1,1,F,S,0.0,0,0.0,0.0,0,1+
1539_01,Europa,False,A/17/S,55 Cancri e,False,True,1539,1,1,A,S,54.0,101+,21.0,5.0,0,1+
1540_01,Europa,False,C/55/P,TRAPPIST-1e,False,False,1540,1,3,C,P,1.0,101+,1440.0,2114.0,0,1+
1540_02,Europa,False,C/55/P,TRAPPIST-1e,True,True,1540,2,3,C,P,0.0,101+,0.0,553.0,1-50,1+
1540_03,Europa,False,C/55/P,TRAPPIST-1e,False,False,1540,3,3,C,P,0.0,101+,3718.0,0.0,0,1+
1541_01,Earth,False,F/298/S,TRAPPIST-1e,False,True,1541,1,1,F,S,12.0,1-50,720.0,0.0,0,1+
1542_01,Mars,False,F/299/S,TRAPPIST-1e,False,False,1542,1,1,F,S,3087.24,0,20.0,0.0,101+,1+
1543_01,Europa,True,C/56/P,55 Cancri e,False,True,1543,1,1,C,P,0.0,0,0.0,0.0,0,1+
1544_01,Earth,False,G/245/P,TRAPPIST-1e,False,False,1544,1,1,G,P,9.0,0,0.0,800.0,0,1+
1545_01,Mars,False,G/734/S,TRAPPIST-1e,False,True,1545,1,1,G,S,206.0,0,67.0,523.0,101+,1+
1547_01,Earth,False,F/301/S,TRAPPIST-1e,False,False,1547,1,1,F,S,163.0,0,32.0,0.0,101+,1+
1548_01,Europa,True,B/50/P,55 Cancri e,False,True,1548,1,2,B,P,0.0,0,0.0,0.0,0,1
