PassengerId,CryoSleep,VIP,Transported,Group,GroupNum,GroupSize,Side,RoomService_Trimmed,Spa_Trimmed,VRDeck_Trimmed,FamilySize_Cat,HomePlanet_Europa,HomePlanet_Mars,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,FoodCourt_Cat_1-50,FoodCourt_Cat_101+,FoodCourt_Cat_51-100,ShoppingMall_Cat_1-50,ShoppingMall_Cat_101+,ShoppingMall_Cat_51-100,Destination_PSO J318.5-22,Destination_TRAPPIST-1e
0567_01,1,0,1,567,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0568_01,0,0,0,568,1,2,1,1908.0,1.0,4.0,1,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
0568_02,1,0,1,568,2,2,1,0.0,0.0,0.0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0569_01,0,0,1,569,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
0570_01,0,1,1,570,1,1,1,530.0,146.0,872.0,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
0571_01,1,0,1,571,1,7,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0571_02,1,0,0,571,2,7,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0571_03,1,0,1,571,3,7,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0571_04,1,0,1,571,4,7,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0571_05,1,0,1,571,5,7,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0571_06,0,0,0,571,6,7,0,0.0,1814.0,1568.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0571_07,1,0,1,571,7,7,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0572_01,0,0,0,572,1,1,1,1911.0,854.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0573_01,0,0,0,573,1,1,0,14.0,54.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0575_01,1,0,1,575,1,1,0,0.0,0.0,0.0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0576_01,0,0,0,576,1,1,1,0.0,110.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0577_01,0,0,0,577,1,1,0,0.0,105.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
0579_01,0,0,1,579,1,2,1,53.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0579_02,0,0,0,579,2,2,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0580_01,1,0,1,580,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0581_01,0,0,0,581,1,1,1,0.0,183.0,4.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0582_01,1,0,1,582,1,1,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0583_01,1,0,1,583,1,3,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0583_02,1,0,1,583,2,3,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0583_03,1,0,1,583,3,3,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0585_01,1,0,1,585,1,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0585_02,1,0,1,585,2,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0585_03,0,0,0,585,3,3,0,2648.0,0.0,0.0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0586_01,1,0,1,586,1,1,0,0.0,0.0,0.0,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0587_01,0,0,0,587,1,1,0,5.0,0.0,1042.0,0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0588_01,1,0,0,588,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0589_01,0,0,0,589,1,1,0,234.0,0.0,1.0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0590_01,0,0,0,590,1,1,0,801.0,1.0,973.0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
0591_01,1,0,0,591,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0593_01,0,0,0,593,1,1,0,43.0,1.0,2005.0,1,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
0594_01,0,0,0,594,1,2,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0594_02,0,0,0,594,2,2,1,0.0,670.0,113.0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0596_01,0,0,1,596,1,1,0,21.0,422.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0597_01,1,0,1,597,1,2,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0597_02,1,0,0,597,2,2,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0598_01,1,0,0,598,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0599_01,0,0,1,599,1,4,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0599_02,0,0,1,599,2,4,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0599_03,0,0,0,599,3,4,0,1252.0,124.0,6.0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0599_04,1,0,1,599,4,4,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0600_01,0,0,1,600,1,1,1,0.0,9.0,793.0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
0602_01,1,0,1,602,1,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0602_02,0,0,0,602,2,3,0,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0602_03,1,0,1,602,3,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0603_01,0,0,0,603,1,1,0,0.0,0.0,747.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0607_01,0,0,0,607,1,3,0,27.0,881.0,5567.159999999996,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
0607_02,0,0,0,607,2,3,0,434.0,0.0,892.0,1,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False
0607_03,0,0,0,607,3,3,0,4.0,1852.0,0.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
0608_01,0,0,1,608,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0609_01,0,0,0,609,1,1,0,149.0,0.0,109.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0610_01,0,0,0,610,1,1,0,0.0,502.0,5.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0611_01,1,0,1,611,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0612_01,1,1,1,612,1,1,0,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0614_01,0,0,1,614,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0615_01,1,0,0,615,1,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0615_02,0,0,1,615,2,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0615_03,1,0,1,615,3,3,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0618_01,0,0,1,618,1,2,0,0.0,49.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0618_02,0,0,0,618,2,2,0,1.0,0.0,388.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
0619_01,1,0,1,619,1,2,1,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0619_02,1,0,1,619,2,2,1,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0623_01,1,0,1,623,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0628_01,0,0,1,628,1,1,0,103.0,1197.0,1.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0629_01,0,0,0,629,1,1,0,0.0,1018.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0630_01,1,0,1,630,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0631_01,1,0,1,631,1,1,1,0.0,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0633_01,0,1,0,633,1,1,0,629.0,150.0,0.0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0634_01,0,0,0,634,1,1,0,0.0,140.0,383.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0635_01,0,0,1,635,1,2,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0635_02,0,0,0,635,2,2,1,614.0,11.0,319.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0636_01,0,0,0,636,1,2,0,0.0,339.0,359.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0636_02,0,0,0,636,2,2,0,0.0,675.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0637_01,0,0,0,637,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0638_01,1,0,1,638,1,1,0,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0639_01,0,0,1,639,1,1,0,0.0,25.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
0641_01,0,0,0,641,1,1,1,2.0,1958.0,19.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0642_01,0,0,1,642,1,5,1,0.0,118.0,972.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0642_02,0,0,1,642,2,5,1,0.0,1517.0,575.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
0642_03,0,0,0,642,3,5,1,0.0,2210.0,2.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0642_04,1,0,1,642,4,5,1,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0642_05,1,0,1,642,5,5,1,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0643_01,0,0,1,643,1,1,0,1019.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
0644_01,1,0,1,644,1,1,0,0.0,0.0,0.0,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0645_01,0,0,0,645,1,1,0,1724.0,1.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0646_01,1,0,1,646,1,1,1,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0647_01,1,0,1,647,1,3,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0647_02,1,0,1,647,2,3,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0647_03,0,0,0,647,3,3,1,105.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0650_01,1,0,1,650,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0653_01,0,0,1,653,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0655_01,0,0,1,655,1,1,0,237.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0656_01,0,0,0,656,1,1,0,0.0,768.0,3.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0657_01,0,0,1,657,1,2,1,0.0,17.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
0657_02,0,0,0,657,2,2,1,0.0,140.0,0.0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0658_01,0,0,0,658,1,1,1,0.0,20.0,0.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
0659_01,1,0,1,659,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0660_01,1,0,0,660,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0661_01,0,0,0,661,1,1,0,0.0,1360.0,722.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0663_01,0,0,1,663,1,1,0,86.0,49.0,39.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0664_01,0,0,0,664,1,1,1,0.0,4507.0,5567.159999999996,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0665_01,0,0,1,665,1,2,0,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0665_02,0,0,0,665,2,2,0,1264.0,23.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0668_01,0,0,0,668,1,1,0,0.0,989.0,482.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
0669_01,0,0,0,669,1,1,0,0.0,9.0,403.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0671_01,1,0,1,671,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0672_01,0,0,0,672,1,1,0,1.0,7.0,740.0,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
0674_01,1,0,0,674,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0677_01,1,0,0,677,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0678_01,1,0,0,678,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0679_01,0,0,0,679,1,1,1,0.0,541.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0680_01,1,0,0,680,1,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0680_02,1,0,0,680,2,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0680_03,1,0,0,680,3,3,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0682_01,1,0,1,682,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0683_01,0,0,0,683,1,1,0,269.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True
0684_01,0,0,1,684,1,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0684_02,0,0,1,684,2,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0684_03,1,0,1,684,3,3,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0685_01,0,0,0,685,1,1,0,1.0,55.0,15.0,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
0686_01,1,0,1,686,1,2,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0686_02,0,1,0,686,2,2,0,3087.24,12.0,0.0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0687_01,0,0,0,687,1,1,1,3087.24,0.0,213.0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0688_01,0,0,0,688,1,1,1,1973.0,41.0,3.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
0689_01,1,0,1,689,1,1,1,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0690_01,1,0,1,690,1,1,1,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0691_01,0,0,0,691,1,3,1,164.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0691_02,0,0,0,691,2,3,1,505.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0691_03,1,0,1,691,3,3,1,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0693_01,1,0,1,693,1,2,1,0.0,0.0,0.0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0693_02,0,0,0,693,2,2,1,0.0,4343.0,38.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0696_01,0,0,1,696,1,1,1,0.0,74.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0697_01,0,0,1,697,1,1,0,21.0,12.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0699_01,1,0,1,699,1,2,1,0.0,0.0,0.0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0699_02,0,0,0,699,2,2,1,2698.0,8.0,5.0,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0701_01,1,0,1,701,1,1,1,0.0,0.0,0.0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0702_01,0,0,0,702,1,1,1,121.0,387.0,54.0,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
0703_01,1,0,1,703,1,1,1,0.0,0.0,0.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0704_01,1,0,1,704,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0705_01,0,0,1,705,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0707_01,1,0,1,707,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0709_01,0,0,1,709,1,3,1,0.0,452.0,15.0,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0709_02,1,0,1,709,2,3,1,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0709_03,1,0,1,709,3,3,1,0.0,0.0,0.0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0710_01,0,0,0,710,1,1,0,1695.0,31.0,349.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0712_01,0,0,0,712,1,2,0,457.0,1132.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0712_02,0,0,1,712,2,2,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0713_01,0,0,0,713,1,1,1,1577.0,30.0,0.0,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
0714_01,1,0,1,714,1,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0714_02,0,0,0,714,2,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0714_03,0,0,1,714,3,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0714_04,1,0,0,714,4,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0714_05,1,0,0,714,5,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0714_06,1,0,1,714,6,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0714_07,1,0,1,714,7,7,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0715_01,0,0,1,715,1,1,1,0.0,0.0,0.0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0718_01,0,0,0,718,1,1,0,521.0,261.0,1.0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0719_01,0,0,0,719,1,1,0,0.0,0.0,0.0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0724_01,0,0,0,724,1,1,1,0.0,184.0,2566.0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
0726_01,1,0,0,726,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0727_01,0,0,1,727,1,1,1,139.0,152.0,354.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
0728_01,0,0,1,728,1,1,1,0.0,786.0,594.0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0729_01,0,0,1,729,1,1,1,7.0,0.0,0.0,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
0732_01,0,0,0,732,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
0733_01,0,0,0,733,1,1,0,0.0,4.0,561.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
0734_01,0,0,0,734,1,1,0,712.0,0.0,517.0,1,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
0736_01,0,0,0,736,1,1,0,0.0,188.0,0.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0737_01,0,0,0,737,1,1,1,0.0,38.0,0.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
0738_01,0,0,1,738,1,1,0,0.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0740_01,0,0,0,740,1,3,0,76.0,2247.0,1166.0,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0740_02,1,0,1,740,2,3,0,0.0,0.0,0.0,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0740_03,0,0,0,740,3,3,0,3087.24,0.0,58.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0743_01,1,0,1,743,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0746_01,1,0,0,746,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0750_01,0,0,0,750,1,1,1,15.0,41.0,493.0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0753_01,1,0,1,753,1,3,0,0.0,0.0,0.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0753_02,0,0,0,753,2,3,0,19.0,3190.0,8.0,1,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
0753_03,1,0,1,753,3,3,1,0.0,0.0,0.0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0754_01,1,0,1,754,1,1,0,0.0,0.0,0.0,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0756_01,1,0,1,756,1,3,1,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0756_02,0,0,0,756,2,3,1,47.0,4302.0,0.0,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
0756_03,1,0,1,756,3,3,1,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0757_01,0,0,0,757,1,1,0,1.0,1022.0,151.0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0761_01,0,0,1,761,1,1,0,0.0,48.0,67.0,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0762_01,1,0,0,762,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0764_01,0,0,0,764,1,1,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0765_01,0,0,1,765,1,2,1,1248.0,12.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
0765_02,0,0,0,765,2,2,1,755.0,0.0,0.0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
0767_01,0,0,0,767,1,1,1,0.0,15.0,187.0,1,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True
0768_01,0,0,0,768,1,2,0,29.0,93.0,5567.159999999996,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0768_02,1,0,1,768,2,2,0,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0769_01,1,0,1,769,1,1,1,0.0,0.0,0.0,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0770_01,1,0,0,770,1,6,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0770_02,0,0,0,770,2,6,1,0.0,170.0,0.0,1,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True
0770_03,0,0,0,770,3,6,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0770_04,1,0,0,770,4,6,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0770_05,0,0,1,770,5,6,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0770_06,1,0,1,770,6,6,1,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0771_01,1,0,0,771,1,1,0,0.0,0.0,0.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0772_01,0,0,0,772,1,4,1,0.0,4476.0,1359.0,1,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
